id, country, Gender, Age, Language, Nationality, PoliticalSpectrum, SocioeconomicStatus, EU, NATORussia, 
id500, Latvia, Male, Old, NationalLanguage, Russian, Right, NotApplicable, proEU, ProNATOAntiRussia, 
id501, Latvia, Female, NotApplicable, Both, Latvian, Center, LowerClass, NotApplicable, NotApplicable, 
id502, Latvia, Female, Old, Both, Latvian, Right, NotApplicable, antiEU, AntiNATOProRussia, 
id503, Latvia, Male, MiddleAged, NationalLanguage, Latvian, Center, MiddleClass, NotApplicable, ProNATOAntiRussia, 
id504, Latvia, Male, MiddleAged, Both, Latvian, NotApplicable, UpperClass, proEU, AntiNATOProRussia, 
id505, Latvia, Male, MiddleAged, NationalLanguage, Latvian, NotApplicable, MiddleClass, proEU, NotApplicable, 
id506, Latvia, Female, MiddleAged, Both, Latvian, NotApplicable, LowerClass, proEU, AntiNATOProRussia, 
id507, Latvia, Male, Old, NationalLanguage, Latvian, Right, UpperClass, antiEU, ProNATOAntiRussia, 
id508, Latvia, Male, Young, Both, Latvian, Right, UpperClass, antiEU, AntiNATOProRussia, 
id509, Latvia, Female, Old, NationalLanguage, Latvian, Center, NotApplicable, proEU, ProNATOAntiRussia, 
id510, Latvia, Male, MiddleAged, Both, Latvian, NotApplicable, UpperClass, antiEU, AntiNATOProRussia, 
id511, Latvia, Female, MiddleAged, Both, Latvian, Right, UpperClass, proEU, ProNATOAntiRussia, 
id512, Latvia, Female, Old, Russian, Latvian, Center, UpperClass, antiEU, NotApplicable, 
id513, Latvia, Male, Old, NationalLanguage, Latvian, NotApplicable, NotApplicable, proEU, ProNATOAntiRussia, 
id514, Latvia, Male, MiddleAged, Both, Latvian, NotApplicable, LowerClass, proEU, ProNATOAntiRussia, 
id515, Latvia, Male, NotApplicable, Both, Latvian, Right, NotApplicable, proEU, AntiNATOProRussia, 
id516, Latvia, Male, MiddleAged, NationalLanguage, Russian, Right, MiddleClass, proEU, NotApplicable, 
id517, Latvia, Male, MiddleAged, Both, Latvian, Center, UpperClass, proEU, ProNATOAntiRussia, 
id518, Latvia, Male, Young, Russian, Latvian, Right, MiddleClass, antiEU, NotApplicable, 
id519, Latvia, Male, MiddleAged, Russian, Latvian, Center, MiddleClass, proEU, AntiNATOProRussia, 
id520, Latvia, Male, MiddleAged, NationalLanguage, Latvian, NotApplicable, MiddleClass, proEU, AntiNATOProRussia, 
id521, Latvia, Male, MiddleAged, NationalLanguage, Latvian, NotApplicable, MiddleClass, antiEU, ProNATOAntiRussia, 
id522, Latvia, Male, Young, Both, Latvian, NotApplicable, NotApplicable, antiEU, NotApplicable, 
id523, Latvia, Male, NotApplicable, Both, Latvian, Left, LowerClass, proEU, AntiNATOProRussia, 
id524, Latvia, Female, MiddleAged, Both, Russian, Center, NotApplicable, proEU, AntiNATOProRussia, 
id525, Latvia, Female, MiddleAged, NationalLanguage, Latvian, Right, LowerClass, proEU, AntiNATOProRussia, 
id526, Latvia, Male, NotApplicable, Both, Other, NotApplicable, NotApplicable, proEU, NotApplicable, 
id527, Latvia, Male, Young, Both, Latvian, Right, NotApplicable, antiEU, ProNATOAntiRussia, 
id528, Latvia, Female, MiddleAged, NationalLanguage, Latvian, Center, LowerClass, antiEU, NotApplicable, 
id529, Latvia, Female, Old, Both, Latvian, Left, LowerClass, proEU, AntiNATOProRussia, 
id530, Latvia, Female, Old, NationalLanguage, Latvian, Right, NotApplicable, proEU, AntiNATOProRussia, 
id531, Latvia, Female, NotApplicable, Both, Latvian, Right, NotApplicable, proEU, ProNATOAntiRussia, 
id532, Latvia, Female, MiddleAged, NationalLanguage, Latvian, Right, MiddleClass, proEU, NotApplicable, 
id533, Latvia, Male, MiddleAged, Both, Latvian, Right, LowerClass, proEU, ProNATOAntiRussia, 
id534, Latvia, Male, MiddleAged, NationalLanguage, Latvian, NotApplicable, NotApplicable, proEU, NotApplicable, 
id535, Latvia, Female, NotApplicable, Both, Latvian, NotApplicable, UpperClass, proEU, NotApplicable, 
id536, Latvia, Male, MiddleAged, Russian, Russian, Right, NotApplicable, antiEU, NotApplicable, 
id537, Latvia, Male, MiddleAged, NationalLanguage, Latvian, Center, NotApplicable, NotApplicable, AntiNATOProRussia, 
id538, Latvia, Male, MiddleAged, Both, Latvian, Left, UpperClass, proEU, ProNATOAntiRussia, 
id539, Latvia, Male, MiddleAged, Both, Russian, Right, LowerClass, antiEU, ProNATOAntiRussia, 
id540, Latvia, Male, Young, Both, Latvian, Right, MiddleClass, proEU, AntiNATOProRussia, 
id541, Latvia, Male, NotApplicable, NationalLanguage, Latvian, Center, UpperClass, proEU, ProNATOAntiRussia, 
id542, Latvia, Male, Young, Both, Latvian, NotApplicable, NotApplicable, antiEU, ProNATOAntiRussia, 
id543, Latvia, Male, MiddleAged, Both, Latvian, NotApplicable, MiddleClass, antiEU, ProNATOAntiRussia, 
id544, Latvia, Male, Young, NationalLanguage, Latvian, Right, LowerClass, antiEU, AntiNATOProRussia, 
id545, Latvia, Male, MiddleAged, Both, Latvian, Right, NotApplicable, proEU, AntiNATOProRussia, 
id546, Latvia, Male, NotApplicable, NationalLanguage, Latvian, NotApplicable, NotApplicable, antiEU, NotApplicable, 
id547, Latvia, Male, Young, Russian, Latvian, NotApplicable, UpperClass, proEU, ProNATOAntiRussia, 
id548, Latvia, Male, Old, NationalLanguage, Latvian, Center, NotApplicable, proEU, AntiNATOProRussia, 
id549, Latvia, Male, MiddleAged, Both, Latvian, Right, UpperClass, proEU, NotApplicable, 
id550, Latvia, Female, Young, Both, Latvian, Center, LowerClass, antiEU, NotApplicable, 
id551, Latvia, Female, MiddleAged, Both, Latvian, Center, UpperClass, proEU, NotApplicable, 
id552, Latvia, Male, Old, Both, Other, Right, UpperClass, proEU, AntiNATOProRussia, 
id553, Latvia, Male, MiddleAged, Both, Russian, NotApplicable, NotApplicable, antiEU, ProNATOAntiRussia, 
id554, Latvia, Male, MiddleAged, NationalLanguage, Latvian, Right, UpperClass, proEU, NotApplicable, 
id555, Latvia, Female, NotApplicable, NationalLanguage, Russian, Right, UpperClass, proEU, ProNATOAntiRussia, 
id556, Latvia, Female, Old, NationalLanguage, Latvian, Right, UpperClass, antiEU, AntiNATOProRussia, 
id557, Latvia, Female, MiddleAged, Russian, Polish, NotApplicable, UpperClass, proEU, ProNATOAntiRussia, 
id558, Latvia, Male, MiddleAged, NationalLanguage, Latvian, Center, NotApplicable, proEU, NotApplicable, 
id559, Latvia, Female, Old, Both, Other, Right, LowerClass, NotApplicable, AntiNATOProRussia, 
id560, Latvia, Male, Old, NationalLanguage, Latvian, Right, UpperClass, proEU, NotApplicable, 
id561, Latvia, Male, NotApplicable, Both, Latvian, Right, LowerClass, proEU, ProNATOAntiRussia, 
id562, Latvia, Male, MiddleAged, Both, Latvian, Center, LowerClass, proEU, ProNATOAntiRussia, 
id563, Latvia, Female, MiddleAged, Both, Belarusian, NotApplicable, LowerClass, NotApplicable, NotApplicable, 
id564, Latvia, Male, MiddleAged, Both, Latvian, NotApplicable, NotApplicable, NotApplicable, NotApplicable, 
id565, Latvia, Female, Old, NationalLanguage, Latvian, Center, MiddleClass, proEU, NotApplicable, 
id566, Latvia, Male, NotApplicable, NationalLanguage, Latvian, Right, MiddleClass, proEU, NotApplicable, 
id567, Latvia, Female, MiddleAged, Russian, Latvian, Right, UpperClass, NotApplicable, ProNATOAntiRussia, 
id568, Latvia, Female, MiddleAged, NationalLanguage, Latvian, Center, NotApplicable, antiEU, ProNATOAntiRussia, 
id569, Latvia, Male, NotApplicable, NationalLanguage, Latvian, NotApplicable, MiddleClass, proEU, AntiNATOProRussia, 
id570, Latvia, Female, MiddleAged, Both, Latvian, Center, MiddleClass, antiEU, NotApplicable, 
id571, Latvia, Male, Old, Both, Latvian, Right, UpperClass, proEU, ProNATOAntiRussia, 
id572, Latvia, Male, MiddleAged, Russian, Latvian, Right, LowerClass, proEU, NotApplicable, 
id573, Latvia, Male, Young, Both, Latvian, NotApplicable, LowerClass, NotApplicable, AntiNATOProRussia, 
id574, Latvia, Male, Old, Both, Latvian, Center, MiddleClass, proEU, AntiNATOProRussia, 
id575, Latvia, Female, MiddleAged, NationalLanguage, Latvian, Right, MiddleClass, NotApplicable, ProNATOAntiRussia, 
id576, Latvia, Male, Old, Russian, Latvian, NotApplicable, NotApplicable, antiEU, AntiNATOProRussia, 
id577, Latvia, Male, MiddleAged, Russian, Russian, Right, NotApplicable, NotApplicable, AntiNATOProRussia, 
id578, Latvia, Male, Old, Both, Latvian, Right, UpperClass, proEU, ProNATOAntiRussia, 
id579, Latvia, Female, MiddleAged, Both, Latvian, Center, LowerClass, NotApplicable, ProNATOAntiRussia, 
id580, Latvia, Female, Old, Both, Latvian, Right, LowerClass, proEU, AntiNATOProRussia, 
id581, Latvia, Male, MiddleAged, Both, Latvian, Center, LowerClass, proEU, ProNATOAntiRussia, 
id582, Latvia, Female, MiddleAged, Both, Latvian, Center, UpperClass, antiEU, AntiNATOProRussia, 
id583, Latvia, Female, Old, Both, Latvian, NotApplicable, NotApplicable, proEU, NotApplicable, 
id584, Latvia, Male, MiddleAged, Both, Latvian, Right, NotApplicable, proEU, AntiNATOProRussia, 
id585, Latvia, Male, NotApplicable, Both, Latvian, Left, MiddleClass, proEU, NotApplicable, 
id586, Latvia, Male, NotApplicable, Russian, Latvian, Center, UpperClass, proEU, NotApplicable, 
id587, Latvia, Female, Old, NationalLanguage, Latvian, Right, LowerClass, antiEU, NotApplicable, 
id588, Latvia, Male, Young, NationalLanguage, Latvian, Right, MiddleClass, proEU, AntiNATOProRussia, 
id589, Latvia, Female, MiddleAged, NationalLanguage, Latvian, NotApplicable, MiddleClass, proEU, AntiNATOProRussia, 
id590, Latvia, Female, MiddleAged, Russian, Russian, Right, LowerClass, proEU, AntiNATOProRussia, 
id591, Latvia, Male, NotApplicable, NationalLanguage, Latvian, NotApplicable, NotApplicable, NotApplicable, NotApplicable, 
id592, Latvia, Female, MiddleAged, Both, Belarusian, Right, LowerClass, proEU, NotApplicable, 
id593, Latvia, Female, MiddleAged, Both, Latvian, Center, LowerClass, proEU, NotApplicable, 
id594, Latvia, Male, NotApplicable, NationalLanguage, Belarusian, Center, NotApplicable, proEU, ProNATOAntiRussia, 
id595, Latvia, Female, MiddleAged, NationalLanguage, Latvian, NotApplicable, UpperClass, NotApplicable, AntiNATOProRussia, 
id596, Latvia, Male, MiddleAged, Both, Latvian, NotApplicable, MiddleClass, proEU, NotApplicable, 
id597, Latvia, Female, Old, Both, Latvian, Left, UpperClass, proEU, NotApplicable, 
id598, Latvia, Female, MiddleAged, Both, Latvian, Right, MiddleClass, antiEU, ProNATOAntiRussia, 
id599, Latvia, Female, NotApplicable, Both, Latvian, Center, UpperClass, proEU, ProNATOAntiRussia, 
id600, Latvia, Female, Young, NationalLanguage, Latvian, Right, NotApplicable, NotApplicable, AntiNATOProRussia, 
id601, Poland, Male, NotApplicable, NationalLanguage, Polish, NotApplicable, LowerClass, antiEU, ProNATOAntiRussia, 
id602, Poland, Female, MiddleAged, NationalLanguage, Polish, Right, NotApplicable, NotApplicable, ProNATOAntiRussia, 
id603, Poland, Male, Young, NationalLanguage, Polish, Right, UpperClass, antiEU, NotApplicable, 
id604, Poland, Female, Young, NationalLanguage, Polish, Center, LowerClass, proEU, NotApplicable, 
id605, Poland, Male, Young, NationalLanguage, Polish, Right, UpperClass, proEU, NotApplicable, 
id606, Poland, Male, NotApplicable, NationalLanguage, Polish, NotApplicable, LowerClass, NotApplicable, ProNATOAntiRussia, 
id607, Poland, Female, Old, NationalLanguage, Polish, Center, NotApplicable, antiEU, AntiNATOProRussia, 
id608, Poland, Male, MiddleAged, NationalLanguage, Polish, Right, NotApplicable, antiEU, ProNATOAntiRussia, 
id609, Poland, Female, MiddleAged, NationalLanguage, Polish, Left, UpperClass, NotApplicable, NotApplicable, 
id610, Poland, Male, NotApplicable, NationalLanguage, Polish, Right, UpperClass, proEU, AntiNATOProRussia, 
id611, Poland, Female, MiddleAged, NationalLanguage, Polish, Center, NotApplicable, antiEU, NotApplicable, 
id612, Poland, Male, NotApplicable, NationalLanguage, Polish, Left, MiddleClass, proEU, ProNATOAntiRussia, 
id613, Poland, Male, Old, NationalLanguage, Polish, NotApplicable, NotApplicable, proEU, NotApplicable, 
id614, Poland, Female, MiddleAged, NationalLanguage, Polish, Left, UpperClass, antiEU, NotApplicable, 
id615, Poland, Male, MiddleAged, NationalLanguage, Polish, Left, LowerClass, antiEU, ProNATOAntiRussia, 
id616, Poland, Male, NotApplicable, NationalLanguage, Polish, Center, LowerClass, proEU, AntiNATOProRussia, 
id617, Poland, Female, MiddleAged, NationalLanguage, Polish, NotApplicable, NotApplicable, antiEU, AntiNATOProRussia, 
id618, Poland, Male, NotApplicable, NationalLanguage, Polish, NotApplicable, LowerClass, proEU, NotApplicable, 
id619, Poland, Male, Young, NationalLanguage, Polish, Right, MiddleClass, proEU, AntiNATOProRussia, 
id620, Poland, Female, MiddleAged, NationalLanguage, Polish, NotApplicable, LowerClass, proEU, ProNATOAntiRussia, 
id621, Poland, Male, MiddleAged, NationalLanguage, Polish, Left, LowerClass, antiEU, ProNATOAntiRussia, 
id622, Poland, Male, MiddleAged, NationalLanguage, Polish, Right, LowerClass, antiEU, NotApplicable, 
id623, Poland, Male, NotApplicable, NationalLanguage, Polish, Right, LowerClass, antiEU, AntiNATOProRussia, 
id624, Poland, Male, MiddleAged, NationalLanguage, Polish, Right, LowerClass, antiEU, NotApplicable, 
id625, Poland, Female, MiddleAged, NationalLanguage, Polish, NotApplicable, NotApplicable, proEU, ProNATOAntiRussia, 
id626, Poland, Male, MiddleAged, NationalLanguage, Polish, Right, MiddleClass, proEU, AntiNATOProRussia, 
id627, Poland, Female, Young, NationalLanguage, Polish, Center, NotApplicable, NotApplicable, ProNATOAntiRussia, 
id628, Poland, Female, MiddleAged, Both, Polish, NotApplicable, UpperClass, NotApplicable, AntiNATOProRussia, 
id629, Poland, Male, MiddleAged, NationalLanguage, Polish, Center, MiddleClass, proEU, AntiNATOProRussia, 
id630, Poland, Female, MiddleAged, NationalLanguage, Polish, Right, NotApplicable, antiEU, AntiNATOProRussia, 
id631, Poland, Female, MiddleAged, NationalLanguage, Polish, Center, LowerClass, proEU, AntiNATOProRussia, 
id632, Poland, Male, MiddleAged, Both, Polish, Right, NotApplicable, proEU, AntiNATOProRussia, 
id633, Poland, Male, Young, NationalLanguage, Polish, Center, MiddleClass, proEU, AntiNATOProRussia, 
id634, Poland, Male, Old, Russian, Polish, Right, LowerClass, proEU, ProNATOAntiRussia, 
id635, Poland, Female, MiddleAged, NationalLanguage, Polish, Right, LowerClass, proEU, AntiNATOProRussia, 
id636, Poland, Female, MiddleAged, NationalLanguage, Polish, Center, MiddleClass, proEU, AntiNATOProRussia, 
id637, Poland, Male, NotApplicable, Both, Polish, Right, UpperClass, proEU, NotApplicable, 
id638, Poland, Female, MiddleAged, NationalLanguage, Polish, Left, MiddleClass, antiEU, AntiNATOProRussia, 
id639, Poland, Female, MiddleAged, NationalLanguage, Polish, NotApplicable, MiddleClass, antiEU, NotApplicable, 
id640, Poland, Female, MiddleAged, NationalLanguage, Polish, Left, UpperClass, proEU, NotApplicable, 
id641, Poland, Female, MiddleAged, NationalLanguage, Polish, Center, LowerClass, antiEU, AntiNATOProRussia, 
id642, Poland, Male, MiddleAged, NationalLanguage, Polish, Right, LowerClass, proEU, NotApplicable, 
id643, Poland, Female, MiddleAged, NationalLanguage, Polish, Right, NotApplicable, proEU, NotApplicable, 
id644, Poland, Male, MiddleAged, NationalLanguage, Polish, Center, NotApplicable, proEU, NotApplicable, 
id645, Poland, Male, MiddleAged, NationalLanguage, Polish, NotApplicable, MiddleClass, antiEU, ProNATOAntiRussia, 
id646, Poland, Female, Old, NationalLanguage, Polish, Right, LowerClass, NotApplicable, AntiNATOProRussia, 
id647, Poland, Female, MiddleAged, NationalLanguage, Polish, Right, MiddleClass, proEU, ProNATOAntiRussia, 
id648, Poland, Female, Old, NationalLanguage, Polish, NotApplicable, UpperClass, antiEU, AntiNATOProRussia, 
id649, Poland, Female, NotApplicable, NationalLanguage, Polish, Center, UpperClass, proEU, NotApplicable, 
id650, Poland, Female, Young, NationalLanguage, Polish, NotApplicable, LowerClass, proEU, ProNATOAntiRussia, 
id651, Poland, Female, MiddleAged, NationalLanguage, Polish, Right, LowerClass, antiEU, AntiNATOProRussia, 
id652, Poland, Female, MiddleAged, NationalLanguage, Polish, NotApplicable, NotApplicable, antiEU, AntiNATOProRussia, 
id653, Poland, Male, Old, NationalLanguage, Polish, Center, MiddleClass, proEU, AntiNATOProRussia, 
id654, Poland, Male, NotApplicable, NationalLanguage, Polish, Left, LowerClass, proEU, NotApplicable, 
id655, Poland, Female, NotApplicable, Both, Polish, NotApplicable, LowerClass, proEU, ProNATOAntiRussia, 
id656, Poland, Female, NotApplicable, NationalLanguage, Polish, Right, NotApplicable, NotApplicable, ProNATOAntiRussia, 
id657, Poland, Female, MiddleAged, NationalLanguage, Polish, Center, NotApplicable, antiEU, AntiNATOProRussia, 
id658, Poland, Male, MiddleAged, NationalLanguage, Polish, Right, LowerClass, proEU, AntiNATOProRussia, 
id659, Poland, Female, Young, NationalLanguage, Polish, Right, NotApplicable, proEU, AntiNATOProRussia, 
id660, Poland, Female, Old, Russian, Polish, Right, NotApplicable, proEU, NotApplicable, 
id661, Poland, Male, MiddleAged, NationalLanguage, Polish, Right, MiddleClass, antiEU, AntiNATOProRussia, 
id662, Poland, Female, Young, Both, Polish, Left, UpperClass, proEU, NotApplicable, 
id663, Poland, Male, NotApplicable, Both, Polish, Right, NotApplicable, antiEU, AntiNATOProRussia, 
id664, Poland, Male, MiddleAged, NationalLanguage, Polish, Left, MiddleClass, antiEU, NotApplicable, 
id665, Poland, Male, Young, NationalLanguage, Polish, Right, NotApplicable, antiEU, AntiNATOProRussia, 
id666, Poland, Male, MiddleAged, NationalLanguage, Polish, Right, UpperClass, proEU, ProNATOAntiRussia, 
id667, Poland, Female, NotApplicable, NationalLanguage, Polish, NotApplicable, LowerClass, NotApplicable, NotApplicable, 
id668, Poland, Male, NotApplicable, NationalLanguage, Polish, Right, LowerClass, proEU, AntiNATOProRussia, 
id669, Poland, Male, Young, NationalLanguage, Polish, Center, UpperClass, antiEU, AntiNATOProRussia, 
id670, Poland, Male, MiddleAged, NationalLanguage, Polish, Center, NotApplicable, proEU, AntiNATOProRussia, 
id671, Poland, Female, NotApplicable, Both, Polish, Left, NotApplicable, proEU, ProNATOAntiRussia, 
id672, Poland, Female, MiddleAged, NationalLanguage, Polish, Right, NotApplicable, proEU, AntiNATOProRussia, 
id673, Poland, Female, Young, NationalLanguage, Other, Center, LowerClass, proEU, NotApplicable, 
id674, Poland, Female, MiddleAged, NationalLanguage, Polish, Center, MiddleClass, proEU, NotApplicable, 
id675, Poland, Female, Young, NationalLanguage, Polish, Right, LowerClass, antiEU, NotApplicable, 
id676, Poland, Female, MiddleAged, NationalLanguage, Polish, Center, NotApplicable, proEU, AntiNATOProRussia, 
id677, Poland, Female, NotApplicable, NationalLanguage, Polish, Left, UpperClass, proEU, AntiNATOProRussia, 
id678, Poland, Male, Old, NationalLanguage, Polish, Right, NotApplicable, antiEU, NotApplicable, 
id679, Poland, Female, MiddleAged, NationalLanguage, Polish, Right, LowerClass, proEU, ProNATOAntiRussia, 
id680, Poland, Male, MiddleAged, NationalLanguage, Polish, Right, LowerClass, proEU, NotApplicable, 
id681, Poland, Female, Young, NationalLanguage, Polish, Right, UpperClass, proEU, NotApplicable, 
id682, Poland, Male, MiddleAged, NationalLanguage, Polish, Right, LowerClass, proEU, ProNATOAntiRussia, 
id683, Poland, Male, MiddleAged, NationalLanguage, Polish, NotApplicable, NotApplicable, proEU, ProNATOAntiRussia, 
id684, Poland, Male, NotApplicable, Both, Polish, Center, LowerClass, antiEU, ProNATOAntiRussia, 
id685, Poland, Female, MiddleAged, NationalLanguage, Polish, NotApplicable, LowerClass, proEU, NotApplicable, 
id686, Poland, Male, Old, NationalLanguage, Polish, Right, MiddleClass, proEU, AntiNATOProRussia, 
id687, Poland, Male, MiddleAged, NationalLanguage, Polish, Right, MiddleClass, NotApplicable, AntiNATOProRussia, 
id688, Poland, Female, Old, NationalLanguage, Polish, Center, MiddleClass, proEU, AntiNATOProRussia, 
id689, Poland, Female, MiddleAged, NationalLanguage, Polish, Right, LowerClass, proEU, NotApplicable, 
id690, Poland, Male, MiddleAged, Both, Polish, Right, MiddleClass, antiEU, AntiNATOProRussia, 
id691, Poland, Female, Old, NationalLanguage, Polish, Right, UpperClass, antiEU, AntiNATOProRussia, 
id692, Poland, Male, MiddleAged, NationalLanguage, Polish, Left, MiddleClass, proEU, ProNATOAntiRussia, 
id693, Poland, Male, MiddleAged, NationalLanguage, Polish, Center, UpperClass, proEU, ProNATOAntiRussia, 
id694, Poland, Male, Old, Russian, Polish, Center, NotApplicable, antiEU, NotApplicable, 
id695, Poland, Male, MiddleAged, NationalLanguage, Polish, Right, LowerClass, NotApplicable, AntiNATOProRussia, 
id696, Poland, Female, Young, NationalLanguage, Polish, NotApplicable, LowerClass, proEU, NotApplicable, 
id697, Poland, Female, MiddleAged, NationalLanguage, Polish, Right, MiddleClass, proEU, ProNATOAntiRussia, 
id698, Poland, Female, MiddleAged, NationalLanguage, Polish, Right, LowerClass, proEU, NotApplicable, 
id699, Poland, Male, Old, Both, Polish, Left, UpperClass, proEU, NotApplicable, 
id700, Poland, Female, MiddleAged, NationalLanguage, Polish, Center, MiddleClass, proEU, NotApplicable, 
id701, Poland, Female, Old, Russian, Polish, Right, UpperClass, proEU, ProNATOAntiRussia, 
id702, Poland, Male, MiddleAged, NationalLanguage, Polish, Right, UpperClass, NotApplicable, AntiNATOProRussia, 
id703, Poland, Female, Old, NationalLanguage, Polish, Right, LowerClass, proEU, AntiNATOProRussia, 
id704, Poland, Male, MiddleAged, NationalLanguage, Polish, Center, MiddleClass, NotApplicable, ProNATOAntiRussia, 
id705, Poland, Female, Old, NationalLanguage, Polish, Right, UpperClass, proEU, NotApplicable, 
id706, Poland, Female, Young, NationalLanguage, Polish, Right, MiddleClass, proEU, ProNATOAntiRussia, 
id707, Poland, Male, Young, NationalLanguage, Polish, Right, MiddleClass, proEU, NotApplicable, 
id708, Poland, Male, MiddleAged, NationalLanguage, Polish, Right, UpperClass, proEU, ProNATOAntiRussia, 
id709, Poland, Female, MiddleAged, NationalLanguage, Other, Center, UpperClass, proEU, AntiNATOProRussia, 
id710, Poland, Female, MiddleAged, NationalLanguage, Polish, NotApplicable, MiddleClass, proEU, AntiNATOProRussia, 
id711, Poland, Male, MiddleAged, NationalLanguage, Polish, Center, MiddleClass, NotApplicable, ProNATOAntiRussia, 
id712, Poland, Male, MiddleAged, NationalLanguage, Polish, Center, NotApplicable, proEU, ProNATOAntiRussia, 
id713, Poland, Female, Old, NationalLanguage, Polish, Left, NotApplicable, proEU, ProNATOAntiRussia, 
id714, Poland, Female, Young, NationalLanguage, Polish, Left, MiddleClass, proEU, AntiNATOProRussia, 
id715, Poland, Female, Old, Russian, Polish, Left, UpperClass, antiEU, NotApplicable, 
id716, Poland, Male, Old, Both, Polish, NotApplicable, NotApplicable, proEU, ProNATOAntiRussia, 
id717, Poland, Male, MiddleAged, NationalLanguage, Polish, Center, NotApplicable, antiEU, NotApplicable, 
id718, Poland, Female, MiddleAged, NationalLanguage, Polish, Right, UpperClass, proEU, AntiNATOProRussia, 
id719, Poland, Female, Old, Both, Polish, Right, NotApplicable, proEU, ProNATOAntiRussia, 
id720, Poland, Female, MiddleAged, NationalLanguage, Polish, Right, NotApplicable, antiEU, AntiNATOProRussia, 
id721, Poland, Male, NotApplicable, NationalLanguage, Polish, Right, MiddleClass, proEU, NotApplicable, 
id722, Poland, Female, Old, NationalLanguage, Polish, Left, MiddleClass, antiEU, NotApplicable, 
id723, Poland, Male, MiddleAged, NationalLanguage, Polish, Center, LowerClass, antiEU, ProNATOAntiRussia, 
id724, Poland, Female, MiddleAged, NationalLanguage, Polish, Right, LowerClass, proEU, ProNATOAntiRussia, 
id725, Poland, Female, Old, NationalLanguage, Polish, Center, MiddleClass, antiEU, ProNATOAntiRussia, 
id726, Poland, Female, Old, NationalLanguage, Polish, Right, MiddleClass, proEU, NotApplicable, 
id727, Poland, Male, MiddleAged, NationalLanguage, Polish, Center, UpperClass, NotApplicable, AntiNATOProRussia, 
id728, Poland, Female, Young, NationalLanguage, Polish, Right, NotApplicable, proEU, AntiNATOProRussia, 
id729, Poland, Male, NotApplicable, NationalLanguage, Polish, Left, LowerClass, antiEU, ProNATOAntiRussia, 
id730, Poland, Female, MiddleAged, NationalLanguage, Polish, Right, LowerClass, proEU, ProNATOAntiRussia, 
id731, Poland, Female, NotApplicable, Both, Polish, Right, MiddleClass, antiEU, NotApplicable, 
id732, Poland, Female, MiddleAged, NationalLanguage, Polish, NotApplicable, UpperClass, proEU, NotApplicable, 
id733, Poland, Female, NotApplicable, NationalLanguage, Polish, Center, LowerClass, proEU, AntiNATOProRussia, 
id734, Poland, Female, MiddleAged, NationalLanguage, Polish, NotApplicable, NotApplicable, antiEU, ProNATOAntiRussia, 
id735, Poland, Male, NotApplicable, NationalLanguage, Polish, NotApplicable, NotApplicable, proEU, ProNATOAntiRussia, 
id736, Poland, Male, Old, NationalLanguage, Polish, Right, UpperClass, antiEU, ProNATOAntiRussia, 
id737, Poland, Female, MiddleAged, NationalLanguage, Polish, Center, MiddleClass, proEU, NotApplicable, 
id738, Poland, Female, NotApplicable, NationalLanguage, Polish, Center, UpperClass, proEU, NotApplicable, 
id739, Poland, Female, MiddleAged, Russian, Polish, Center, UpperClass, antiEU, NotApplicable, 
id740, Poland, Female, MiddleAged, NationalLanguage, Polish, Right, MiddleClass, antiEU, AntiNATOProRussia, 
id741, Poland, Male, Old, NationalLanguage, Polish, Right, LowerClass, proEU, NotApplicable, 
id742, Poland, Female, Old, NationalLanguage, Polish, Right, MiddleClass, antiEU, NotApplicable, 
id743, Poland, Male, MiddleAged, NationalLanguage, Polish, NotApplicable, MiddleClass, proEU, ProNATOAntiRussia, 
id744, Poland, Female, MiddleAged, NationalLanguage, Polish, Right, NotApplicable, proEU, AntiNATOProRussia, 
id745, Poland, Male, MiddleAged, Both, Polish, Right, MiddleClass, antiEU, AntiNATOProRussia, 
id746, Poland, Male, Young, NationalLanguage, Polish, Center, MiddleClass, antiEU, AntiNATOProRussia, 
id747, Poland, Female, MiddleAged, NationalLanguage, Polish, Center, NotApplicable, antiEU, ProNATOAntiRussia, 
id748, Poland, Female, MiddleAged, NationalLanguage, Polish, Right, LowerClass, proEU, NotApplicable, 
id749, Poland, Male, Young, NationalLanguage, Polish, Center, NotApplicable, proEU, NotApplicable, 
id750, Poland, Female, MiddleAged, NationalLanguage, Polish, Left, MiddleClass, NotApplicable, AntiNATOProRussia, 
id751, Poland, Female, Young, NationalLanguage, Polish, Center, LowerClass, antiEU, NotApplicable, 
id752, Poland, Male, MiddleAged, NationalLanguage, Polish, Right, LowerClass, proEU, NotApplicable, 
id753, Poland, Male, MiddleAged, NationalLanguage, Russian, Left, LowerClass, proEU, AntiNATOProRussia, 
id754, Poland, Male, MiddleAged, NationalLanguage, Polish, NotApplicable, MiddleClass, antiEU, ProNATOAntiRussia, 
id755, Poland, Male, MiddleAged, Both, Polish, Center, LowerClass, proEU, AntiNATOProRussia, 
id756, Poland, Female, MiddleAged, NationalLanguage, Polish, NotApplicable, LowerClass, proEU, AntiNATOProRussia, 
id757, Poland, Male, MiddleAged, NationalLanguage, Polish, Right, NotApplicable, proEU, ProNATOAntiRussia, 
id758, Poland, Female, MiddleAged, NationalLanguage, Polish, Center, NotApplicable, antiEU, AntiNATOProRussia, 
